,_id,city,latitude,longitude,state,street,zipcode,appliances,architecture,basement,bathrooms,bedrooms,coolingsystem,coveredparkingspaces,exteriormaterial,finishedsqft,floorcovering,floornumber,heatingsources,heatingsystem,lotsizesqft,numfloors,numrooms,numunits,parkingtype,roof,rooms,usecode,view,yearbuilt,yearupdated,elementaryschool,highschool,homedescription,count,middleschool,neighborhood,pageviewcount_currentmonth,pageviewcount_total,status,type,price,schooldistrict,whatownerloves,zpid
20,55f3add23ae74048e6bff0c3,Burien,47.473125,-122.323827,WA,14439 8th Ave S,98168,Washer,,,1.0,3,,,,1030,Hardwood,,,,7650,1,,,"Carport, Off-street",,,SingleFamily,,1954,,,,"3 bedrooms plus a bonus room, hardwoods, granite slab, wood burning fireplace, updated kitchen. Easy access to freeways, schools and shopping. This home is ready for you to move right in!",2,,,3285,3285,,,,,,48754636
21,55f3add23ae74048e6bff0c4,Burien,47.46621,-122.36666,WA,15220 27th Ave SW,98166,"Dryer, Dishwasher, Refrigerator, Range / Oven, Garbage disposal, Washer",Contemporary,Finished,1.75,4,,2,Wood,2679,"Carpet, Hardwood, Tile",,Electric,Forced air,16117,1,12,,"Carport, Off-street",Composition,"Dining room, Family room, Laundry room, Office, Pantry, Workshop, Walk-in closet",SingleFamily,"Mountain, Water",1972,,Seahurst Elem,Highline High,"Sound and Mountain Views from this custom, private, NW Contemporary home in Seahurst. Vaulted ceilings, wood beams; this home offers walls of windows with sunny views to the west as well as to the forest setting with trails to the east. Master on the main. Three additional bedrooms plus an office with built-ins. Heated bathroom floors, gas fireplaces, large family room and lots of storage. Workshop adjacent to carport. Easy commute to Seattle.",24,Sylvester Mid,,22,1992,,,,,"On one side of the house is a wall of windows and views of the Sound and gorgeous sunsets. On the other side is a wall of windows that over look your own private forest with trails. The space is very bright and light, with lots of beautiful wood; it's almost like living in a tree house. Multiple decks allow for different viewing points; fireworks over the Sound from the front deck on the 4th, bird watching and BBQing on the side deck and morning coffee on your private balcony. The house was custom designed and built for the previous owners and there are a lot of very cool built ins; including a loft with a ladder in one of the kid's rooms! Lots of sun in the front yard makes it easy to grow vegetables, herbs and flowers. 

The neighborhood is very quiet and peaceful and there is an annual block party in the summer. You are in walking distance to coffee and tea shops, a great Italian restaurant, beauty salons, a bus stop with express access to Seattle, a convenience store, a consignment store and the post office. You are a ten minute drive to Olde Town Burien and all it's amenities; including the Tin Room Theatre, Amore Bakery (great chocolate croissants), and the Thursday farmer's market and monthly art walk. Commuting to Seattle or the airport is a breeze with rarely any traffic and the new drive thru Starbucks makes it's easy to get your caffeine fix on your way to work.",48981983
22,55f3add23ae74048e6bff0c5,Burien,47.451038,-122.365237,WA,2440 SW 170th St,98166,"Dishwasher, Refrigerator, Range / Oven, Microwave, Garbage disposal, Washer",,,1.0,3,,,Wood,1500,"Hardwood, Tile",,Gas,Forced air,10500,1,,,Off-street,Composition,"Mud room, Pantry, Family room, Dining room",SingleFamily,,1952,,,,"This is a beautiful 3 bedroom 1 bath rambler home in a quiet Gregory Heights neighborhood of Burien. Home sits on nearly 1/4 of an acre, with a fully fenced backyard. Normandy Park Cove Lot A beach rights. Has an additional family room.",9,,,2700,2700,,Make me move,400000,,,48806220
23,55f3add23ae74048e6bff0c6,Burien,47.487169,-122.338602,WA,12919 3rd Ave SW,98146,,,,3.0,4,,,,2035,,,,,7500,,,,,,,SingleFamily,,1967,,,,"Complete info: http://129193rdavesw.AgentMarketing.com - Look no further. Featuring 4 bedrooms and 2.5 baths, this beautifully remodeled home has everything you need. The kitchen has been renovated to include custom cabinetry, granite countertops, and stainless steel appliances. The hardwood floors have been brought back to life and new commercial grade carpets throughout. The master suite features a new 3/4 bath. Downstairs you will find 1 bed, 3/4 bath, large living room and a new kitchenette. Double decks off the back for lounging or entertaining, 8 foot front door, and RV parking. Not to mention the new plumbing, electrical, roof, and drywall throughout.",24,,,7622,7622,,,,,,48651596
25,55f3add23ae74048e6bff0c8,Burien,47.459831,-122.350076,WA,1200 SW 160th St,98166,,,,1.0,3,,,,1230,,,,,6282,,,,,,,SingleFamily,,1949,,,,Burien area home,2,,,3468,3468,,,,,,48908161
26,55f3add23ae74048e6bff0c9,Burien,47.469545,-122.323768,WA,14841 8th Ave S,98168,,,,2.0,3,,,,2720,,,,,7344,,,,,,,SingleFamily,,1936,,,,,1,,,1498,1498,,,,,,48754682
27,55f3add23ae74048e6bff0ca,Burien,47.474806,-122.348402,WA,14322 11th Ave SW,98166,"Dishwasher, Dryer, Freezer, Microwave, Range / Oven, Refrigerator, Washer",Bungalow,Finished,2.0,4,,,"Shingle, Wood",1650,"Carpet, Laminate, Slate, Softwood",,Gas,Forced air,8320,2,10,,"Garage - Attached, Off-street",Composition,"Dining room, Family room, Recreation room",SingleFamily,"Mountain, Territorial",1950,2007,,,"Enter the driveway, discover a secluded croquet yard w/mature shrubs, trees & inviting patio. Turn-key delight, slate entry, gleaming wood foyer and rms flooded with natural light. Designer kitchen with ss appliances, remdl baths. Tastefully finished Open Concept blends large liv/din rms w/ wood floors & carpet. Recessed lighting, skylight, ceiling fans Freshly paint in & out. Walking distance to Old Burien, restaurants & transit station. MIL w/ 2nd laundry, $300 mo parking income",16,,,1409,1409,Active,For sale by owner,379000,,"Great Location in fast growing Burien.  Walk to numerous restaurants, shopping, parks and school.  Near bus route and less than a mile walk to the beach too!  This property boasts a turn-key house, great landscaping and tons of potential.  Rental income and additional parking income could supplement your mortgage or plenty of room to expand for a growing family.",48934911
28,55f3add23ae74048e6bff0cb,Burien,47.458871,-122.368188,WA,16031 Maplewild Ave SW,98166,"Dishwasher, Dryer, Garbage disposal, Microwave, Range / Oven, Refrigerator, Washer",Contemporary,Finished,4.5,4,,3,Wood,4723,"Carpet, Tile",,Gas,Heat pump,17885,4,,,Garage - Detached,Tile,"Dining room, Laundry room, Master bath, Office, Pantry, Walk-in closet",SingleFamily,"Water, Mountain",1988,,,,"Just minutes to Seattle. Extraordinary, contemporary, the dialogue between the indoors and out are quite magical. 86 Ft. of Puget Sound waterfront w/Western exposure peaceful, serene. Built 1988, Architect Garrett Larsen a believer in designing custom homes that meld into natural landscapes. Perched privately on .4 acres (2 tax parcels - 7632400360/7632400355) 4,723 sq. ft. home boasts expansive views from all floors. 4 beds/6 baths high end features throughout w/dramatic design details. 3 car garage.",25,,,3865,3865,Active,For sale by agent,2088800,,,49049068
29,55f3add23ae74048e6bff0cc,Burien,47.496443,-122.352956,WA,11901 Ambaum Blvd SW,98146,,Other,Finished,3.0,4,,1,"Brick, Metal, Vinyl",1690,"Laminate, Linoleum / Vinyl, Carpet",,,Forced air,7460,1,,,Garage - Attached,Composition,"Breakfast nook, Dining room, Library, Master bath, Office, Walk-in closet",SingleFamily,"Territorial, Water",1997,,,Evergreen High School,"Sound and territorial views! Well maintained home with spacious 4 bed, 2.5 baths below soaring vaulted ceilings. Large open kitchen with slab granite, stainless steel appliances and island. French doors to upper deck. New carpet, newer roof, furnace, appliances, sinks and toilets. Attached garage and private fenced yard with lawn. Minutes to downtown Seattle, highline school district and convenient to excellent shopping and dining. Move-in ready!",18,Cascade Middle School,Burien,2424,2424,,Make me move,385000,Highline School District,,49042245
30,55f3add23ae74048e6bff0cd,Burien,47.498463,-122.372023,WA,3021 SW 116th Pl,98146,"Dishwasher, Dryer, Freezer, Garbage disposal, Range / Oven, Refrigerator, Washer",Modern,Finished,3.0,5,None,2,Wood,2710,"Carpet, Concrete, Hardwood, Laminate, Tile",,"Electric, Gas","Baseboard, Radiant",9713,2,8,,Garage - Attached,Other,"Breakfast nook, Master bath, Office, Recreation room, Family room, Laundry room",SingleFamily,Territorial,1965,,,,"1965 Street of Dreams showcase home awaits you in a quiet Shorewood cul-de-sac. This thoughtfully updated contemporary home boasts a whopping 2700+ square feet of living space. Newly remodeled kitchen with eat-in 2700+ nook opens to the enormous living room with Jetson's-style wood-burning fireplace. Expansive private deck off living room also adjoins the master bedroom, one of three bedrooms on the main floor. Lower floor features two additional bedrooms, big rec room/den/media room area and an awesome built-in bar. Tons of storage and great location close to parks and the new Shorewood elementary school complete the package. **Home has been remodeled since these photos have been taken-new modern kitchen, open floor plan, master bedroom/bath remodel in process.**",8,,,6906,6906,,Make me move,500000,,Cool mid century home. Great location and proximity to water. Quiet neighborhood and awesome neighbors. Peaceful and private setting with beautiful territorial view.,48805513
31,55f3add23ae74048e6bff0ce,Burien,47.476196,-122.325479,WA,14054 6th Ave S,98168,"Dryer, Dishwasher, Refrigerator, Range / Oven, Washer",Other,,2.0,5,,3,Wood,2940,"Concrete, Hardwood, Laminate, Carpet",,None,Other,15975,,,,Off-street,Composition,,SingleFamily,,1956,,,,"Spacious daylight rambler on a double lot in quiet Burien neighborhood boasts a 2-car detached garage plus attached garage & room for an RV/boat too! Hardwoods, 2 wood burning fireplaces, HUGE rec room (13'x42') on lower level with slider to patio. Unfinished room on lower level is plumbed/wired for 2nd kitchen. Addt'l outbuilding. Fruit trees. Fenced yard. Large deck. Landscaped front yard. Triple-pane windows. Easy access to freeways; close to Southcenter Mall.",15,,,747,747,,,,Highline,,48822814
32,55f3add23ae74048e6bff0cf,Burien,47.465776,-122.363937,WA,15243 Maplewild Ave SW,98166,,,,4.5,4,,,,3738,,,,,9042,,,,,,,SingleFamily,,2015,,,,"Seahurst New Construction. Come early & pick your colors & finishes. Sound & mountain views from this 4 bedroom suites, 4.5 bath home. Contemporary lines. Large windows, open floor plan, creates lots of natural light with the Western exposure. Modern interior style.Covered outdoor living area, low maintenance yard. 2 car garage with shop area, all on a dead end street for privacy. Close to the local shops, eateries, & the boutique community of Seahurst..Just 20 mins to Seattle. Call 4 details.",10,,,3639,3639,,,,,,48981967
34,55f3add23ae74048e6bff0d1,Burien,47.47385,-122.341662,WA,459 SW 144th St,98166,"Dishwasher, Garbage disposal, Microwave, Range / Oven, Refrigerator, Dryer, Freezer, Washer",Ranch / Rambler,None,1.5,3,None,1,"Cement / Concrete, Brick",1460,"Carpet, Hardwood, Tile",,Oil,Radiant,11595,1,,,"Garage - Detached, Off-street",Composition,"Breakfast nook, Laundry room, Mud room, Workshop",SingleFamily,"Territorial, Park",1950,2014,Seahurst,Highline,"Lovingly cared for rambler on large peaceful lot. Light, bright and clean is what you will find here. Gleaming hardwood floors, custom kitchen with skylight, beautifully updated baths, large utility room with loads of storage. Fantastic entertainment sized deck with hot tub. Tons of parking (RV too). Quality upgrades throughout ~ You will love calling this home!

This home was professionally appraised as part of a refinancing in September of 2014 at $296,000 with a positive value projection. This places the value of this home at the very top of its location and leading the market when compared to homes similar in size, age and accommodations in the ""98166"" zip code. A rare gem in a great location. This home uniquely balances security and privacy with accessibility to community with its locations being near Burien's downtown neighborhood, shopping, and I-518 which leads to South Center, SeaTac International Airport and Bellevue, and I-509 which leads directly to the west side of Seattle and connects with neighborhoods such as Fremont and Ballard. 

Neighborhood Description

This home is located on a well maintained but less used street. Within one block is the City of Burien's Community Center, a community garden, Dottie Harper Park, and a skate park/sports field. The street is the boarder between the neighborhood of Chelsea Park, a community of winding streets and postwar homes full of longtime residents and new homeowners, and the neighborhood of Dottie Harper Park, an area that has historically been the home of a number of community events such as Burien's Wild Strawberry Festival, sporting events, art shows, the Burien Actors Theatre, Burien's Arts-a-Glow Lantern Festival, the B-Town Brewfest, as well as many other events and has recently been proposed as Burien's new Arts and Cultural district. 

There are a number of schools, stores, gas stations, restaurants, and coffee shops within one mile of the home including Burien's Town Square neighborhood which is home to a number of local and independent businesses, Burien City Hall, Burien's largest library, and Burien Town Square Park.

The home is also located within walking distance to a number of bus routes and the Burien Park and Ride which is the area's main transit center for buses into Seattle, Bellevue, and Tacoma.   ",24,Sylvester,"Chelsea Park, Dottie Harper Park",2017,2017,,Make me move,425000,Highline,"Skylight, updated kitchen, TREX deck, large mature trees, huge gardens, open and private landscaping, and large modern front windows. ",48767537
35,55f3add23ae74048e6bff0d2,Burien,47.456784,-122.347622,WA,16239 10th Ave SW,98166,"Dishwasher, Refrigerator, Range / Oven, Garbage disposal, Washer",,,2.0,4,,,,2800,Hardwood,,,Forced air,7620,,,,"Garage - Detached, Garage - Attached, Off-street",,"Family room, Dining room",SingleFamily,,1937,,,,"This beautiful spacious home is privately located near all the necessities! Schools, shopping, freeway, entertainment, restaurants, etc.. 

In this home you will find two large living rooms that can be used for entertainment or a place to relax and get away. Your kitchen has black and stainless steel appliances and upgraded counter tops. The home is three levels, on the bottom floor you will find a lot of extra space, laundry with plenty of cabinetry, tons of storage with shelving, and a bonus room with closet space. Second story has hardwood floors throughout. This is where you will find two bedrooms, kitchen, living room, 2nd living/family room with tall vaulted ceiling with skylights. Third floor has a large bedroom and plenty of closet/storage space!  

And that's just the inside! There is a two story garage with a basketball hoop. A back yard that is fully fenced in with a deck off the home. 

This home is a must see, please text, call, or email Kia for a tour!

Standard 12-month lease. 
	Security Deposit equal to one month's rent. 
	$36 non-refundable application fee/applicant. 
	$500 non-refundable pet fee per pet based on owner approval.
	Non-smoking. 
	Renters Insurance is required.
	Resident is responsible for all utilities.",15,,,1072,1072,,,,,,48839738
36,55f3add23ae74048e6bff0d3,Burien,47.496955,-122.35732,WA,11809 18th Ave SW,98146,,,,2.0,4,,,,1540,Hardwood,,,Forced air,8799,1,,,Garage - Attached,,,SingleFamily,,1955,,,,"1950's masterpiece in well established Shorewood neighborhood. This rambler has a West facing back yard with mature landscaping on a quiet street.  With high end finishes, this completely updated home offers light filled rooms, new deck off rear of home with fully fenced back yard.  Inside you will find a oversized master suite with its own bath and walk in closet, custom cabinets in the kitchen, 2 fireplaces wrapped in custom steel, 3 additional bedrooms and a second full bath.",22,,,3680,3680,,,,,,49049662
37,55f3add23ae74048e6bff0d4,Seattle,47.446311,-122.329437,WA,17430 Ambaum Blvd S APT 47,98148,,,,1.0,2,,,,881,,,,,,,,,,,,SingleFamily,,,,,,This unit backs to trees for a very private setting.  Great value!  Has rental cap.  ,,,,580,580,Active,For sale by owner,129888,,,2141499631
39,55f3add23ae74048e6bff0d6,Burien,47.458319,-122.357522,WA,16040 19th Ave SW,98166,,,,2.5,5,,,,2891,,,,,8000,,,,,,,SingleFamily,,2015,,Gregory Heights,Highline,"Presale! 2891 sq ft-5 full bedrms plus bonus. Master up w/walk-in-closet & private bathrm. Open floor plan w/Custom Cabinetry & Crown, Slab Granite Kitchen Counters & Stainless Steel Appliances w/tile back splashes. Designer lighting, windows, tankless water heater, efficient gas furnace & 3 car garage. Excellent location!! Listing agent to modify remarks upon listing.",6,,,1776,1776,,,,,,48806242
40,55f3add23ae74048e6bff0d7,Burien,47.498354,-122.357148,WA,11633 18th Ave SW,98146,,Contemporary,Finished,2.0,4,,,Stone,2200,,,,Forced air,7200,2,,,Garage - Attached,,,SingleFamily,,1960,,,,"What awaits behind that front door is going to surprise you! Big windows flood natural light into great room w/ vaulted ceilings & FP. Granite slab kitchen counters & ample storage. 3 BRs on main + 1 BR + den on lower level & none of them feel like closets! Lower level boasts family room (w/ wood burning FP) that opens to spacious patio/yard w/ private outdoor fireplace. Central A/C to keep you cool. Fully fenced yard. Minutes to Seahurst Park, Seola Park, West Seattle & amenities.",,,,801,801,,,,,,48877495
41,55f3add23ae74048e6bff0d8,Burien,47.451347,-122.37602,WA,17011 35th Ave SW,98166,"Dryer, Range / Oven, Refrigerator, Washer",Other,Partially finished,2.0,3,Wall,1,Brick,1960,"Carpet, Hardwood, Laminate, Linoleum / Vinyl",,,"Baseboard, Heat pump",7405,1,7,,"Garage - Detached, Off-street",Shake / Shingle,"Dining room, Laundry room, Master bath",SingleFamily,"Mountain, Territorial, Water",1918,2013,,,"Three Tree Point affordable view cottage. Set on a very private yard w/Western exposure.  Minutes from from 2 public beach accesses & the celebrated Indian Trail in addition to Secoma Beach rights!  Part of this sweet home has some original features.  New roofs, deck and kitchen replaced in 2013 in addition to an opening to the patio through french doors. Potential main floor living w/kitchen, 2 bedrooms, full bathroom, living/dining and view deck. The Lower level has a full bath, laundry/storage, 3rd bedroom/family room with a door leading to the fenced backyard & patio. ",10,,,9676,9676,,Make me move,569000,,,49048969
42,55f3add23ae74048e6bff0d9,Burien,47.484344,-122.31881,WA,13221 12th Ave S,98168,"Freezer, Dishwasher, Refrigerator, Range / Oven, Washer",,,1.0,3,,,,1190,Hardwood,,,Forced air,22125,,,,"Carport, Off-street",,"Office, Workshop, Pantry, Dining room",SingleFamily,,1940,,,,3 Bedroom/1 Bathroom house on fully fenced in half acre of land. Short commute to Seattle or Tacoma. Plenty of fruit trees and woods. Oil heat/septic/solar system supplements electrical usage. Some pets will be considered if they are good. Pets require an additional $500 deposit. Okay to drive by but not to disturb the tenants who are living there now. There will be an open house on August 22nd from 12-4. Interested parties are encouraged to contact me ahead of time so that they can prepare application materials. It will not be possible to see the house before then.,5,,,2566,2566,,,,,,48653269
43,55f3add23ae74048e6bff0da,Seattle,47.446904,-122.330358,WA,17404 Ambaum Blvd S APT 203,98148,"Dishwasher, Dryer, Freezer, Garbage disposal, Microwave, Range / Oven, Refrigerator, Washer",,None,2.0,3,None,1,Wood,1053,"Carpet, Linoleum / Vinyl",2,Electric,Baseboard,17125,,,9,Carport,,Master bath,Condominium,,1991,,,,"This cute condo with 1053 sq. of living and storage area has easy access to SeaTac airport while staying out of the noisy flight path. It comes with fully equipped kitchen, Range, Fridge, D/W, Microwave, Disposal, and Washer and Dryer. It also comes with 1 assigned parking spot and visitor parking available. Located on 2nd floor up short flight of stairs.  Please contact Chris Rogers at 360-434-1303.",13,,,3031,3031,,Make me move,160000,,,48657995
44,55f3add23ae74048e6bff0db,Burien,47.481875,-122.325586,WA,13442 6th Ave S,98168,,,,1.0,3,,,,1410,,,,,6534,,,,,,,SingleFamily,,1942,,,,,5,,,1137,1137,,,,,,48734288
45,55f3add23ae74048e6bff0dc,Burien,47.437516,-122.330657,WA,327 S 184th St,98148,"Dryer, Dishwasher, Refrigerator, Range / Oven, Microwave, Washer",,Finished,2.0,3,None,,Wood,1940,"Carpet, Laminate, Tile",,Gas,Forced air,8423,2,,,"Off-street, Garage - Attached",,"Pantry, Family room, Dining room",SingleFamily,Territorial,1955,,,,"Beautiful & Large Burien home with lots of space!  This 3BR/2BA single family home has hardwood floors, gas & wood burning fireplace, dining room & kitchen eating areas, all appliances, full sized W/D, finished basement w/ large family room, 1-car detached garage, a partially fenced yard, large deck and lots of privacy. This property represents one that you just must see!!",18,,,3955,3955,,,,,,48939284
46,55f3add23ae74048e6bff0dd,Burien,47.467273,-122.341217,WA,15100 6th Ave SW UNIT 731,98166,"Dishwasher, Range / Oven, Microwave, Garbage disposal",Contemporary,,1.0,2,Wall,1,"Metal, Vinyl, Cement / Concrete",1049,"Hardwood, Carpet, Tile",7,,Forced air,65457,1,,124,"Garage - Detached, Garage - Attached",,Walk-in closet,MultiFamily2To4,City,2012,,Buyer To Verify,Buyer To Verify,"At Burien Town Square, you'll indulge in a maintenance free environment that lets you focus on what matters! BRAND NEW residence in the heart of vibrant and growing city center! 20 Minutes to DT Seattle, a block to the brand new commuter transit center, minutes to HWY-509 and SeaTac airport! Luxury amenities, offering rooftop gardening, outdoor grilling, clubhouse and 24 hour fitness center... Downtown Seattle quality lifestyle, at an affordable price point. The BEST floor plan of the building- The original model home of Burien Town Square. PH level, top floor with Northern exposure. Perfect roommate floorplan, bedrooms on opposite sides of the home with a HUGE patio, tons of closet space and parking included!
Vaulted cathedral ceilings open this entertainment style layout and give it a great feel! 
Gas cooking, stainless appliances - ONLY ONE resident since the BRAND NEW building opened in 2013! Granite countertops, WD, deep soaking tub and neutral color schemes throughout.",9,Buyer To Verify,,0,567,,,,Highline,,89823682
