,_id,city,latitude,longitude,state,street,zipcode,appliances,architecture,basement,bathrooms,bedrooms,coolingsystem,coveredparkingspaces,exteriormaterial,finishedsqft,floorcovering,floornumber,heatingsources,heatingsystem,lotsizesqft,numfloors,numrooms,numunits,parkingtype,roof,rooms,usecode,view,yearbuilt,yearupdated,elementaryschool,highschool,homedescription,images_count,images_image,links_homedetails,links_homeinfo,links_photogallery,middleschool,neighborhood,pageviewcount_currentmonth,pageviewcount_total,agentname,agentprofileurl,externalurl,lastupdateddate,mls,openhousedates,status,type,price,schooldistrict,trans_desc,trans_score,trans_summary,walkscore_desc,walkscore_score,whatownerloves,zpid
10,55f3add23ae74048e6bff0b7,Burien,47.44778,-122.32847,WA,265 S 163rd St,98092,,,,2.5,4,,,,2819,,,,,6500,,,,,,,SingleFamily,,2015,,,,"The Cypress offers 9"" ceilings with 8' doors on the main floor & plenty of natural light throughout. This 2-Story home has 4 bedrooms, 2.5 baths, a 3-car garage, mud room & has the option for a 5th bedroom. The main floor living space is an expansive open area that encompasses a designer kitchen, dining room, great room, outdoor living & guest powder room. The first floor also features a guest room or can be used as a den. The master suite has a luxurious five-piece bathroom & walk-in closet.",1,http://photos1.zillowstatic.com/p_d/ISlisozl25gcrv0000000000.jpg,http://www.zillow.com/homedetails/265-S-163rd-St-Burien-WA-98092/2101311833_zpid/,http://www.zillow.com/homedetails/265-S-163rd-St-Burien-WA-98092/2101311833_zpid/,http://www.zillow.com/homedetails/265-S-163rd-St-Burien-WA-98092/2101311833_zpid/#image=lightbox%3Dtrue,,,61,61,Chandra Ruch,http://www.zillow.com/profile/chandrarruch/,,2015-08-25 15:44:00.0,741335,,Active,For sale by agent,498950,,Good Transit,33.0,"6 nearby routes: 6 bus, 0 rail, 0 other",Car-Dependent,42.0,,2101311833
11,55f3add23ae74048e6bff0b8,Burien,47.496494,-122.354294,WA,11801 Ambaum Blvd SW UNIT 1,98146,"Dryer, Dishwasher, Refrigerator, Range / Oven, Garbage disposal, Washer",,,1.0,1,,,Metal,685,Linoleum / Vinyl,,Other,Other,266239,,,,,Composition,,Condominium,Territorial,1994,,,,"City's Edge is only 7 miles from Downtown Seattle. This private, gated community has homes starting from the $150's. This One Bedroom home features beautiful interior finishes such as slab granite counters, wood cabinets, tiled bath surrounds and stainless appliances. These complete homes with low HOA dues rest next to a spacious greenbelt and offer the comfort your looking for at an accessible price. Don't miss this rare opportunity!",23,None,http://www.zillow.com/homedetails/11801-Ambaum-Blvd-SW-UNIT-1-Burien-WA-98146/82362610_zpid/,http://www.zillow.com/homedetails/11801-Ambaum-Blvd-SW-UNIT-1-Burien-WA-98146/82362610_zpid/,http://www.zillow.com/homedetails/11801-Ambaum-Blvd-SW-UNIT-1-Burien-WA-98146/82362610_zpid/#image=lightbox%3Dtrue,,,2969,2969,,,,,,,,,,HGL,Good Transit,37.0,"3 nearby routes: 3 bus, 0 rail, 0 other",Car-Dependent,34.0,,82362610
12,55f3add23ae74048e6bff0ba,Burien,47.440573,-122.327088,WA,450 S 181st St,98148,,,,2.0,4,,,,1500,,,,,12196,,,,,,,SingleFamily,,1966,,,,,6,None,http://www.zillow.com/homedetails/450-S-181st-St-Burien-WA-98148/48944149_zpid/,http://www.zillow.com/homedetails/450-S-181st-St-Burien-WA-98148/48944149_zpid/,http://www.zillow.com/homedetails/450-S-181st-St-Burien-WA-98148/48944149_zpid/#image=lightbox%3Dtrue,,,7867,7867,,,,,,,,,,,Good Transit,34.0,"4 nearby routes: 4 bus, 0 rail, 0 other",Car-Dependent,33.0,,48944149
13,55f3add23ae74048e6bff0bb,Burien,47.498794,-122.362789,WA,11616 23rd Ave SW,98146,"Dishwasher, Dryer, Freezer, Garbage disposal, Microwave, Range / Oven, Refrigerator, Washer",Modern,Finished,2.0,4,Wall,,Wood,1760,Hardwood,,Oil,Heat pump,9234,2,,,Off-street,Composition,"Dining room, Family room, Laundry room, Office, Workshop",SingleFamily,,1946,,,,"Welcome Home to Shorewood This lovely home features on the main floor an open & spacious living & dining room, with 2 large bedrooms, beautiful hardwoods & recently updated kitchen and Bathroom. Downstairs features a great Rec Room with wood burning stove that keeps the house warm & toasty, 2 nice sized bedrooms, 3/4 bath & utility room. Room to run and play in the extra large fenced lot on a quiet street in Shorewood. Room for an RV on the side yard and lots of additional street parking",15,None,http://www.zillow.com/homedetails/11616-23rd-Ave-SW-Burien-WA-98146/48713292_zpid/,http://www.zillow.com/homedetails/11616-23rd-Ave-SW-Burien-WA-98146/48713292_zpid/,http://www.zillow.com/homedetails/11616-23rd-Ave-SW-Burien-WA-98146/48713292_zpid/#image=lightbox%3Dtrue,,,2151,2151,,,,2015-06-18 15:28:00.0,,,,Make me move,399999,Seattle,Good Transit,40.0,"4 nearby routes: 4 bus, 0 rail, 0 other",Car-Dependent,45.0,,48713292
14,55f3add23ae74048e6bff0bd,Burien,47.44778,-122.32847,WA,241 S 163rd St,98148,,,,2.5,4,,,,2811,,,,,6501,,,,,,,SingleFamily,,2015,,,,"The Blakely offers 9"" ceilings with 8' doors on the main floor & plenty of natural light throughout. This 2-Story home has 4 bedrooms, 2.5 baths, a 3-car garage, mud room & a gorgeous sun room off the kitchen. The main floor living space is an expansive open area that encompasses a designer kitchen, dining room, great room, outdoor living & guest powder room. The 1st floor also features a guest room or can be used as a den. The master suite has a luxurious five-piece bathroom & walk-in closet.",1,http://photos2.zillowstatic.com/p_d/IS1f4sgqols5rh0000000000.jpg,http://www.zillow.com/homedetails/241-S-163rd-St-Burien-WA-98148/2101311667_zpid/,http://www.zillow.com/homedetails/241-S-163rd-St-Burien-WA-98148/2101311667_zpid/,http://www.zillow.com/homedetails/241-S-163rd-St-Burien-WA-98148/2101311667_zpid/#image=lightbox%3Dtrue,,,59,59,Chandra Ruch,http://www.zillow.com/profile/chandrarruch/,,2015-08-25 15:58:00.0,741766,,Active,For sale by agent,516950,,Good Transit,33.0,"6 nearby routes: 6 bus, 0 rail, 0 other",Car-Dependent,42.0,,2101311667
15,55f3add23ae74048e6bff0be,Burien,47.44778,-122.32847,WA,351 S 163rd St,98148,,,,2.5,4,,,,2676,,,,,6500,,,,,,,SingleFamily,,2015,,,,"The Blakely offers 9"" ceilings with 8' doors on the main floor & plenty of natural light throughout. This 2-Story home has 4 bedrooms, 2.5 baths, a 3-car garage, mud room & a gorgeous sun room off the kitchen. The main floor living space is an expansive open area that encompasses a designer kitchen, dining room, great room, outdoor living & guest powder room. The 1st floor also features a guest room or can be used as a den. The master suite has a luxurious five-piece bathroom & walk-in closet.",1,http://photos3.zillowstatic.com/p_d/IShj69wxboi00i0000000000.jpg,http://www.zillow.com/homedetails/351-S-163rd-St-Burien-WA-98148/2101311666_zpid/,http://www.zillow.com/homedetails/351-S-163rd-St-Burien-WA-98148/2101311666_zpid/,http://www.zillow.com/homedetails/351-S-163rd-St-Burien-WA-98148/2101311666_zpid/#image=lightbox%3Dtrue,,,84,84,Chandra Ruch,http://www.zillow.com/profile/chandrarruch/,,2015-08-25 16:01:00.0,741779,,Active,For sale by agent,499950,,Good Transit,33.0,"6 nearby routes: 6 bus, 0 rail, 0 other",Car-Dependent,42.0,,2101311666
16,55f3add23ae74048e6bff0bf,Burien,47.44778,-122.32847,WA,285 S 163rd St,98148,,,,2.5,4,,,,2819,,,,,6500,,,,,,,SingleFamily,,2015,,,,"The Cypress offers 9"" ceilings with 8' doors on the main floor & plenty of natural light throughout. This 2-Story home has 4 bedrooms, 2.5 baths, a 3-car garage, mud room & has the option for a 5th bedroom. The main floor living space is an expansive open area that encompasses a designer kitchen, dining room, great room, outdoor living & guest powder room. The first floor also features a guest room or can be used as a den. The master suite has a luxurious five-piece bathroom & walk-in closet.",1,http://photos3.zillowstatic.com/p_d/IShrg6ba16u7l91000000000.jpg,http://www.zillow.com/homedetails/285-S-163rd-St-Burien-WA-98148/2101311825_zpid/,http://www.zillow.com/homedetails/285-S-163rd-St-Burien-WA-98148/2101311825_zpid/,http://www.zillow.com/homedetails/285-S-163rd-St-Burien-WA-98148/2101311825_zpid/#image=lightbox%3Dtrue,,,55,55,Chandra Ruch,http://www.zillow.com/profile/chandrarruch/,,2015-08-25 15:46:00.0,741336,,Active,For sale by agent,532650,,Good Transit,33.0,"6 nearby routes: 6 bus, 0 rail, 0 other",Car-Dependent,42.0,,2101311825
17,55f3add23ae74048e6bff0c0,Burien,47.49708,-122.371935,WA,11808 Marine View Dr SW,98146,"Dishwasher, Refrigerator, Range / Oven, Microwave, Garbage disposal, Washer",,Partially finished,4.0,4,,,,3040,Hardwood,,,Forced air,20529,1,,,"Carport, Off-street",,"Office, Master bath, Workshop, Recreation room, Breakfast nook, Dining room",SingleFamily,Water,1960,,,,"Welcome home to this very well taken care for mid-century modern Shorewood Home w/full MIL or 4th bedroom area! Nicely shaded and partial Puget Sound and Olympic Mountain views. Landscaping is included with the rent for this home. There is a great full lit sport court RV parking onsite. The home is located on a cul-de-sac and bordering green belt. Beach access at Shorewood community private beach just a short walk away. The home is very clean and light and bright! A great new deck & new outdoor breeze way for BBQ or enjoying company...A large living room with f/p and wood floors lots of windows and access to the front deck. Kitchen with breakfast nook for small table nice new granite in the kitchen and dining island and good appliances. Master bedroom and two others on this floor and two bathrooms. The lower floor offers a large recreation room with views! Den. Laundry room with cabinets and 3/4 bathroom. The MIL offers a living/kitchen area a bedroom and a 3/4 bath and its own washer/dryer. This home has potential for 5 total bedrooms including MIL. MIL includes its own electric cable service and washer/dryer. 2 car carport and great storage in the basement area. Work shop downstairs as well.

Terms are 1st & Deposit to move in; Pets on a Case by Case basis with an additional deposit. Sorry No Smoking. 40.00 app fee per adult to apply. Apply online at wpmsouth.com. 12 - 18 month lease.Terms are 1st & Deposit to move in

Please note that if you apply online the application fee is charged immediately and is non-refundable. Do not apply until you have seen the property and have spoken with me directly. Please drive by first and then call Dawnette at 253-261-7154 to schedule a showing

Application fee is $40.00 per adult to apply.   NO Smoking.   Pets are considered on a case by case basis with an extra deposit - small animals only  500.00/pet refundable deposit",24,None,http://www.zillow.com/homedetails/11808-Marine-View-Dr-SW-Burien-WA-98146/48856704_zpid/,http://www.zillow.com/homedetails/11808-Marine-View-Dr-SW-Burien-WA-98146/48856704_zpid/,http://www.zillow.com/homedetails/11808-Marine-View-Dr-SW-Burien-WA-98146/48856704_zpid/#image=lightbox%3Dtrue,,,3824,3824,,,,,,,,,,,Good Transit,38.0,"4 nearby routes: 4 bus, 0 rail, 0 other",Car-Dependent,18.0,,48856704
18,55f3add23ae74048e6bff0c1,Burien,47.44778,-122.32847,WA,335 S 163rd St,98148,,,,2.5,4,,,,2819,,,,,6500,,,,,,,SingleFamily,,2015,,,,"The Cypress offers 9"" ceilings with 8' doors on the main floor & plenty of natural light throughout. This 2-Story home has 4 bedrooms, 2.5 baths, a 3-car garage, mud room & has the option for a 5th bedroom. The main floor living space is an expansive open area that encompasses a designer kitchen, dining room, great room, outdoor living & guest powder room. The first floor also features a guest room or can be used as a den. The master suite has a luxurious five-piece bathroom & walk-in closet.",1,http://photos3.zillowstatic.com/p_d/IShf34n3vh6rbh1000000000.jpg,http://www.zillow.com/homedetails/335-S-163rd-St-Burien-WA-98148/2101311820_zpid/,http://www.zillow.com/homedetails/335-S-163rd-St-Burien-WA-98148/2101311820_zpid/,http://www.zillow.com/homedetails/335-S-163rd-St-Burien-WA-98148/2101311820_zpid/#image=lightbox%3Dtrue,,,56,56,Chandra Ruch,http://www.zillow.com/profile/chandrarruch/,,2015-08-25 15:48:00.0,741337,,Active,For sale by agent,524950,,Good Transit,33.0,"6 nearby routes: 6 bus, 0 rail, 0 other",Car-Dependent,42.0,,2101311820
19,55f3add23ae74048e6bff0c3,Burien,47.473125,-122.323827,WA,14439 8th Ave S,98168,Washer,,,1.0,3,,,,1030,Hardwood,,,,7650,1,,,"Carport, Off-street",,,SingleFamily,,1954,,,,"3 bedrooms plus a bonus room, hardwoods, granite slab, wood burning fireplace, updated kitchen. Easy access to freeways, schools and shopping. This home is ready for you to move right in!",2,None,http://www.zillow.com/homedetails/14439-8th-Ave-S-Burien-WA-98168/48754636_zpid/,http://www.zillow.com/homedetails/14439-8th-Ave-S-Burien-WA-98168/48754636_zpid/,http://www.zillow.com/homedetails/14439-8th-Ave-S-Burien-WA-98168/48754636_zpid/#image=lightbox%3Dtrue,,,3285,3285,,,,,,,,,,,Good Transit,45.0,"11 nearby routes: 11 bus, 0 rail, 0 other",Car-Dependent,33.0,,48754636
20,55f3add23ae74048e6bff0c4,Burien,47.46621,-122.36666,WA,15220 27th Ave SW,98166,"Dryer, Dishwasher, Refrigerator, Range / Oven, Garbage disposal, Washer",Contemporary,Finished,1.75,4,,2,Wood,2679,"Carpet, Hardwood, Tile",,Electric,Forced air,16117,1,12,,"Carport, Off-street",Composition,"Dining room, Family room, Laundry room, Office, Pantry, Workshop, Walk-in closet",SingleFamily,"Mountain, Water",1972,,Seahurst Elem,Highline High,"Sound and Mountain Views from this custom, private, NW Contemporary home in Seahurst. Vaulted ceilings, wood beams; this home offers walls of windows with sunny views to the west as well as to the forest setting with trails to the east. Master on the main. Three additional bedrooms plus an office with built-ins. Heated bathroom floors, gas fireplaces, large family room and lots of storage. Workshop adjacent to carport. Easy commute to Seattle.",24,None,http://www.zillow.com/homedetails/15220-27th-Ave-SW-Burien-WA-98166/48981983_zpid/,http://www.zillow.com/homedetails/15220-27th-Ave-SW-Burien-WA-98166/48981983_zpid/,http://www.zillow.com/homedetails/15220-27th-Ave-SW-Burien-WA-98166/48981983_zpid/#image=lightbox%3Dtrue,Sylvester Mid,,22,1992,,,,,,,,,,,Good Transit,0.0,"0 nearby routes: 0 bus, 0 rail, 0 other",Car-Dependent,36.0,"On one side of the house is a wall of windows and views of the Sound and gorgeous sunsets. On the other side is a wall of windows that over look your own private forest with trails. The space is very bright and light, with lots of beautiful wood; it's almost like living in a tree house. Multiple decks allow for different viewing points; fireworks over the Sound from the front deck on the 4th, bird watching and BBQing on the side deck and morning coffee on your private balcony. The house was custom designed and built for the previous owners and there are a lot of very cool built ins; including a loft with a ladder in one of the kid's rooms! Lots of sun in the front yard makes it easy to grow vegetables, herbs and flowers. 

The neighborhood is very quiet and peaceful and there is an annual block party in the summer. You are in walking distance to coffee and tea shops, a great Italian restaurant, beauty salons, a bus stop with express access to Seattle, a convenience store, a consignment store and the post office. You are a ten minute drive to Olde Town Burien and all it's amenities; including the Tin Room Theatre, Amore Bakery (great chocolate croissants), and the Thursday farmer's market and monthly art walk. Commuting to Seattle or the airport is a breeze with rarely any traffic and the new drive thru Starbucks makes it's easy to get your caffeine fix on your way to work.",48981983
