,_id,city,latitude,longitude,state,street,zipcode,appliances,architecture,basement,bathrooms,bedrooms,coolingsystem,coveredparkingspaces,exteriormaterial,finishedsqft,floorcovering,floornumber,heatingsources,heatingsystem,lotsizesqft,numfloors,numrooms,numunits,parkingtype,roof,rooms,usecode,view,yearbuilt,yearupdated,elementaryschool,highschool,homedescription,count,middleschool,neighborhood,pageviewcount_currentmonth,pageviewcount_total,status,type,price,schooldistrict,whatownerloves,zpid
10,55f6e8a63ae7404c5edef1f0,Alameda,37.76741,-122.267515,CA,1235 Hawthorne St,94501,,,,2.0,3,,,,3330,,,,,13939,,6,,,,,SingleFamily,,1950,,,,,1,,,3563,3563,,,,,,24869470
11,55f6e8a63ae7404c5edef1f1,Alameda,37.760845,-122.234148,CA,2854 Santa Clara Ave,94501,"Dishwasher, Garbage disposal, Microwave, Range / Oven, Refrigerator",Other,Unfinished,3.0,3,,,Wood,2790,"Carpet, Hardwood, Tile",,,,7875,2,7,,"Carport, Garage - Detached, Off-street",Composition,"Breakfast nook, Dining room, Master bath, Workshop, Sun room",SingleFamily,,1905,1922,,,,30,,,718,718,Active,For sale by agent,1095000,,"This beautiful home combines modern upgrades with vintage details. Ideally located in the heart of the sought after East End, the neighborhood is commuter friendly, with the google shuttle, bart, 880 and ferry nearby as well as close to top performing Alameda schools, Lincoln Park (with a community pool), the Altarena Theater, and the Encinal Shopping Center.  A short stroll will lead you to downtown Park Street where you will find boutique shops, restaurants and a state of the art cinema complex. ",24856910
12,55f6e8a63ae7404c5edef1f2,Alameda,37.767217,-122.270459,CA,633 Waterfall Isle,94501,,,,2.0,4,,,,1841,,,,,6000,,7,,,,,SingleFamily,,1965,,,,,1,,,669,669,,,,,,24869478
13,55f6e8a63ae7404c5edef1f3,Alameda,37.773898,-122.274062,CA,758 Haight Ave,94501,,Other,,3.0,4,,,,2451,,,,,6334,,,2,Off-street,Composition,,MultiFamily2To4,City,1912,1923,,,Duplex in Alameda. Both upstairs and downstairs have been remodeled. Granite Kitchen Countertops. Upstairs has 2 Bedrooms & 2 Full Baths. Downstairs has 2 Bedrooms & 1 Full Bath. Laundry room on each level. Extra Barn/Storage building. Open House: Sat/Sun 9/5 & 9/6 2-4pm. Just a block off Webster!,17,,,1281,1281,Active,For sale by agent,849900,,"This home has unbelievable Value:
Both Upstairs and Downstairs have been remodeled.
Granite Kitchen Countertops
Upstairs has 2 Bedrooms and 2 Full Bathrooms w/laundry room
Downstairs as 2 Bedrooms and 1 Full Bathroom w/laundry room",24863670
14,55f6e8a63ae7404c5edef1f4,Alameda,37.770149,-122.276306,CA,1311 Webster St APT E301,94501,"Dishwasher, Freezer, Garbage disposal, Microwave, Range / Oven, Refrigerator",Other,,1.0,2,,,,843,"Laminate, Tile",,,,73616,,4,1,Off-street,,,Condominium,"Park, Water",1970,1970,,,"Stylishly updated 3rd floor corner unit facing park w/ peak-a-boo views of the beach. Rare find large open kitchen. Updated baths. Storage outside of unit. Good sized balcony. laundry in building. Near Crab Cove, beach, shops, restaurants, bike path, & transbay bus.",12,,,3429,3429,,Make me move,619000,,,24871312
15,55f6e8a63ae7404c5edef1f5,Alameda,37.757091,-122.255355,CA,2101 Shoreline Dr APT 246,94501,,,,2.0,2,,,,1090,,,,,247339,,5,,,,,Condominium,,1974,,,,,1,,,458,458,,,,,,24867709
16,55f6e8a63ae7404c5edef1f6,Alameda,37.774263,-122.259671,CA,1524 Lincoln Ave,94501,"Dishwasher, Garbage disposal, Range / Oven, Refrigerator",Queen Anne / Victorian,None,2.5,4,None,1,Wood,2236,"Carpet, Hardwood",,Gas,Wall,4224,2,9,,Garage - Attached,Composition,"Dining room, Office, Master bath, Laundry room, Breakfast nook, Family room",SingleFamily,None,1894,1988,Franklin Elementary School,,,30,Wood Middle School,,6200,6200,,,,Alameda Unified School District,"Short Sale! Great opportunity to transform this home into your dream home! Foundation has been replaced & electrical updated. Large backyard w/great space for lounging & entertaining. Interior access to lower level as well as a separate entrance, a perfect opportunity for a home office!",24862111
17,55f6e8a63ae7404c5edef1f7,Alameda,37.751088,-122.233295,CA,3314 Washington Ct,94501,"Dishwasher, Dryer, Garbage disposal, Range / Oven, Refrigerator, Washer",Other,None,3.0,4,,2,,2546,"Carpet, Hardwood, Tile",,,,5100,2,9,,Garage - Attached,Shake / Shingle,"Dining room, Family room, Laundry room, Master bath, Office",SingleFamily,,1984,1984,,,"Magnificent 4 bed 3 bath 2546 Sq ft eastern shoreline home. Over 300K in upgrades. Upgrades include Viking oven, wolf cook top, Master Bath with Victoria Amalfi Tub, marble counter top and large bonus room w fireplace, Back yard perfect for entertaining. Must see to appreciate!!!",33,,,4519,4519,Active,For sale by agent,1188000,,,24855868
18,55f6e8a63ae7404c5edef1f8,Alameda,37.783023,-122.268962,CA,12 Courageous Ct # B70,94501,,,,2.0,2,,,,1313,,2,,,39248,,5,178,,,,Condominium,,1986,,,,WENDY SANDA - Agt: 510-331-0963 - Marina Village 2 bed/2 bath upper all one level condo.  This open and sunny floor plan has a beautiful park setting w/partial marina view.,19,,,2881,2881,,,,,,24872185
19,55f6e8a63ae7404c5edef1f9,Alameda,37.732362,-122.232562,CA,321 Maitland Dr,94502,"Dishwasher, Dryer, Garbage disposal, Microwave, Range / Oven, Refrigerator, Washer",Ranch / Rambler,,1.0,3,,1,,1258,"Carpet, Hardwood",,"Electric, Gas",Wall,5500,1,6,,"Garage - Attached, Off-street, On-street","Composition, Shake / Shingle","Dining room, Family room, Laundry room, Recreation room",SingleFamily,,1953,2014,,,"Newly remodeled home waiting for you to make it your own! Featuring fresh exterior paint, updated landscaping, custom two-tone interior paint, and updated carpet flooring! Stunning kitchen includes updated granite countertops, stainless steel appliances, & plenty of cabinet space! Come see today!",25,,,4659,4659,,Make me move,799900,,,24867126
20,55f6e8a63ae7404c5edef1fa,Alameda,37.764196,-122.253949,CA,2034 San Jose Ave,94501,,Queen Anne / Victorian,Unfinished,3.0,4,,,,3009,,,,,9050,,13,3,,,,MultiFamily2To4,,1892,1892,,,"A beautiful Victorian-era triplex.  One 2 bedroom unit, one 1 bedroom unit, and one studio unit. There's a patio and off-street parking.",1,,,5907,5907,,,,,,24860415
21,55f6e8a63ae7404c5edef1fb,Alameda,37.756592,-122.240991,CA,2718 Washington St,94501,"Dishwasher, Dryer, Freezer, Garbage disposal, Microwave, Range / Oven, Refrigerator, Washer",Bungalow,None,2.0,3,,,Stucco,1820,"Hardwood, Tile",,,,3655,3,9,,"Garage - Attached, Off-street","Tile, Other","Breakfast nook, Dining room, Family room, Laundry room, Walk-in closet",SingleFamily,,1923,2012,,,"Built in 1923, this Mediterranean style bungalow features loads of vintage details and modern conveniences. Updates include a gorgeously renovated kitchen and a wonderful family room that opens out to the professionally landscaped backyard.  This is an ideal home for entertaining.  

The living room flows into the dining room, which features hardwood floors,
expansive windows, gumwood trim & high baseboards. Textured elements
blend the living room and the dining room with coffered ceilings and a softly
arched and sculpted entryway that is repeated over the built-in hutch. The
generous gumwood hutch offers a substantial serving surface over ornately
carved wood drawers and cabinets with inlaid beveled glass and original
hardware.

The gorgeous kitchen features granite countertops and warm wood cabinets
that are accented with sleek, modern stainless steel appliances, including: a
Maytag Dishwasher, built-in GE Spacemaker microwave, GE 5-burner
gas stove & digital oven with a decorative hood. A large Fisher & Paykel
refrigerator offers state of the art digital indoor water and ice service.

See more at: 2718washington.com",28,,East End,3909,3909,Active,For sale by agent,895000,Alameda,,24858403
22,55f6e8a63ae7404c5edef1fc,Alameda,37.74045,-122.258113,CA,323 Sweet Rd,94502,,,,3.0,5,,,,2648,,,,,5377,,9,,,,,SingleFamily,,1997,,,,,1,,,1097,1097,,,,,,24872911
23,55f6e8a63ae7404c5edef1fd,Alameda,37.758986,-122.22883,CA,3236 Garfield Ave,94501,"Dishwasher, Dryer, Garbage disposal, Range / Oven, Refrigerator, Washer",Craftsman,Partially finished,2.5,3,,,Shingle,2013,"Carpet, Hardwood",,,,4370,2,7,,Garage - Detached,Composition,"Breakfast nook, Dining room, Family room, Library, Master bath, Office, Workshop, Walk-in closet",SingleFamily,None,1905,1911,,,"This home has charm and character. New roof and paint, 2 energy efficient furnaces, ungraded electric system, new french drain and sump pump, refinished hardwood floors in the living and dining areas, and new fence too. Open Sun 2-5",,,,429,429,Active,For sale by agent,879000,,Location and charm!!,24857164
24,55f6e8a63ae7404c5edef1fe,Alameda,37.757572,-122.235657,CA,2919 Encinal Ave,94501,,,,2.0,3,,,,1480,,,,,4752,,7,,,,,SingleFamily,,1882,,,,,1,,,1388,1388,,,,,,24856680
25,55f6e8a63ae7404c5edef1ff,Alameda,37.76794,-122.24758,CA,2133 Santa Clara Avenue #104,94501,,,,2.0,2,,,,1060,,,,,,,,,,,,Condominium,,1975,,,,"Highly sought after ground level end unit condo. Offers Two bedrooms, two bath. New paint, new carpet, new baseboards and new towel bars in bathrooms. This gated complex is conveniently located with easy access to transportation and close to Park street stores, restaurants and Alameda's Theater complex. Unit also has laundry hook-ups. This complex has already been retrofitted to meet the soft story city ordinance and the sewer lateral requirements. HOA dues are $305 per month. Offers Due September 1st. ",5,,,1085,1085,Active,For sale by agent,429500,,,2101267475
26,55f6e8a63ae7404c5edef200,Alameda,37.768525,-122.281354,CA,1305 Crown Dr,94501,"Dishwasher, Dryer, Garbage disposal, Microwave, Range / Oven, Refrigerator, Washer",Contemporary,None,2.5,3,None,2,Wood,1977,"Tile, Carpet",,Gas,Heat pump,403365,2,,,Garage - Attached,Composition,"Breakfast nook, Dining room, Family room, Master bath, Pantry, Solarium / Atrium",SingleFamily,"Water, Park",1980,2009,,,"BAYFRONT VIEWS in this superior home in prestigious gated community of Crown Harbor.Walls of glass in LR,DR and mstr.suite.Decks on both levels.Updated kitchen-granite,SS appliances,Travertine tile,Fischer Paykel D/W. Luxurious Master Suite.",4,,Alameda Map Area 4,11715,11715,,Make me move,1000000,,The view is great and our home is energy efficient. ,2139362491
27,55f6e8a63ae7404c5edef201,Alameda,37.778754,-122.269514,CA,1857 Wood St,94501,"Dishwasher, Dryer, Garbage disposal, Range / Oven, Refrigerator, Washer",Other,None,2.0,2,,,Wood,1074,Hardwood,,,,3800,1,5,,Carport,Shake / Shingle,"Dining room, Family room, Master bath, Office, Workshop",SingleFamily,"City, Park",1895,1910,,,,41,,,1919,1919,Active,For sale by agent,665000,,"Gorgeous 2 BR 2 BA plus 1 den sweet home with great moving condition!!! Beautiful living RM with lots of natural light,nice hardwood floor throughout, remodeled kitchen with granite counter tops and SS appliance,500 SF bonus RM at upstairs,charming patios with fruits trees, great for entertainment!",24863395
28,55f6e8a63ae7404c5edef202,Alameda,37.770014,-122.284549,CA,501 Tideway Dr,94501,Dishwasher,Other,None,3.5,4,,2,Wood,3034,Hardwood,,Other,Forced air,2178,3,8,,Garage - Attached,Metal,Dining room,SingleFamily,,1987,1987,,,"On the quaint island of Alameda, across the Bay from San Francisco, lies this bright, spacious three story home with a spectacular robust garden and access to the water. With its own deep water dock just steps away from your front door, this is a boater's dream. The largest property and standalone townhouse in Ballen Bay, this four bedroom, three and a half bath home is bathed in natural light. Large deck off the kitchen and family room leads to a brick-paved yard complete with poplar, palms, multiple producing fruit trees such as plum, mulberry, pomegranate, apricot and lemon, as well as grape vines and many rose bushes.The commute to San Francisco is a relaxing trip on the nearby ferry or a quick 20 minute drive. Close to major freeways, yet quiet. Alameda is a tranquil island environment that has so much to offer. Many parks and public activities abound. Alameda has a true community feel with great schools.",24,,,12542,12542,Active,For sale by owner,1150000,,"Not only does this home have a private deep water dock that accommodates up to 64ft boat, the back yard is adjacent to Paden Elementary schoolyard (rated 7 out of 10 in CA) and Encinal High School is a few blocks away. Ballena Bay is a fantastic place to walk your dog and take in the fabulous city views of San Francisco!",24869723
29,55f6e8a63ae7404c5edef203,Alameda,37.760762,-122.230921,CA,1541 Fountain St,94501,,,,2.0,3,,,,1257,,,,,6253,,5,,,,,SingleFamily,,1921,,,,"REO Occupied - the seller does not represent or guarantee occupancy status. NO VIEWINGS of this property. Please DO NOT DISTURB  the occupant. ""As is"" cash only sale with no contingencies or inspections. Buyer will be responsible for obtaining possession of the property upon closing.<br/><br/>The property at 1541 Fountain Street, Alameda, California is a Residential Single Family property with 3 bedroom(s) and 2.0 bathroom(s), built in 1921 and is 1257 square feet.<br/><br/>Live bidding is ACTIVE for this property, sold in ""as is"" condition with no contingencies or warranties. Cash only. Make your bid now!",5,,,6104,6104,,,,,,24857053
30,55f6e8a63ae7404c5edef204,Alameda,37.737458,-122.24747,CA,146 Asby Bay,94502,,,,3.0,4,,,,2476,,,,,3375,,9,,,,,SingleFamily,,1990,,,,,1,,,1471,1471,,,,,,24865204
31,55f6e8a63ae7404c5edef205,Alameda,37.732024,-122.239921,CA,3334 Fir Ave,94502,,,,2.5,3,,,,1649,,,,,1694,,5,,,,,Condominium,,1970,,,,,1,,,486,486,,,,,,24866719
32,55f6e8a63ae7404c5edef206,Alameda,37.759315,-122.260848,CA,325 Kitty Hawk Rd # 316,94501,,,,1.5,2,,,,854,,,,,43563,,176,,,,,Condominium,,1964,,,,,1,,,9632,9632,,,,,,24868487
33,55f6e8a63ae7404c5edef207,Alameda,37.73817,-122.23854,CA,820 Island Drive,94502,,,,3.0,7,,,,2664,,,,,6454,,,,,,,MultiFamily2To4,,1963,,,,"Large duplex in Alameda, Bay Farm Island. Upstairs unit has 4 bdrms 2 baths and Downstairs unit has 3 bdrm 1 bath. Nice and spacious floor plan. Each unit has a large private backyard. Freshly painted outside. Close to school, shops, park and freeway. Great Opportunity.",8,,,700,700,Active,For sale by agent,980000,,,2101204028
34,55f6e8a63ae7404c5edef208,Alameda,37.768351,-122.285048,CA,430 Cola Ballena APT B,94501,"Dishwasher, Dryer, Garbage disposal, Microwave, Range / Oven, Refrigerator, Washer",Contemporary,None,2.5,2,,2,Stucco,1626,"Hardwood, Tile",,,,100188,3,5,42,Carport,Composition,"Dining room, Master bath, Walk-in closet",Condominium,Water,1971,1971,,,,28,,,8841,8841,Active,For sale by agent,599000,,Upgrades galore and modern. Island style living with a pool and yacht club footsteps away. Rare Ballena Bay location!,24869733
35,55f6e8a63ae7404c5edef209,Alameda,37.772621,-122.246626,CA,2061 Eagle Ave,94501,"Dishwasher, Dryer, Freezer, Garbage disposal, Range / Oven, Refrigerator, Washer",Colonial,None,2.0,4,,,"Shingle, Wood",1850,"Carpet, Hardwood, Tile",,Gas,Other,4188,3,9,,"Garage - Detached, Off-street",Composition,"Breakfast nook, Dining room, Family room, Laundry room, Office",SingleFamily,None,1905,2006,,,,30,,,1950,1950,Active,For sale by agent,849000,,"A stairway from the second floor hallway leads to the top floor. The finished attic provides two more rooms with spacious closets, painted douglas fir floors and angled ceilings. Both bright, cheerful rooms feature large windows; the back bedroom has views of sailboat masts and maritime activities along the estuary as well as views of the Oakland hills while the front room has views of the Alameda skyline.  These quiet and lovely spaces are perfect for activity rooms, offices or guest bedrooms.     

The backyard offers a spacious patio with plenty of space for outdoor dining, grilling, and lounging. Drought resistant landscaping is accented with mature trees, including a beautiful banana tree. The detached garage is a spacious two room workshop with double French doors, shingled exterior and a peaked ceiling. The interior whitewashed room with exposed beams, a window and overhead lighting is a great spot for a pool table or game room. The side room provides a studio space perfect for crafting, with a large window. An easy access storage area can also accommodate shop tools, gardening supplies and seasonal storage.",24860740
36,55f6e8a63ae7404c5edef20a,Alameda,37.743234,-122.242815,CA,74 Sable Pt,94502,"Garbage disposal, Refrigerator, Dryer, Dishwasher",Other,None,2.0,4,None,2,Wood,2090,"Laminate, Carpet",,Gas,Forced air,4550,2,7,,Garage - Attached,,"Dining room, Family room",SingleFamily,,1985,1985,,,"Delightful 2 story house on Harbor Bay Island. Wood & w/w carpet, refrigerator, fireplace, washer, dryer, 2 car attached garage, and a yard. Available: 1 week after acceptance Terms: 1 year lease Pets: No Fee: Yes No smoking All utilities are paid by the tenant.",8,,,3677,3677,,,,Alameda,,24865752
37,55f6e8a63ae7404c5edef20b,Alameda,37.739732,-122.256892,CA,37 Hays Ct,94502,,,,2.5,4,,,,2123,,,,,4791,,8,,,,,SingleFamily,,1995,,,,,8,,,5716,5716,,,,,,24872874
38,55f6e8a63ae7404c5edef20c,Alameda,37.739693,-122.257215,CA,50 Hays Ct,94502,Dryer,Other,None,3.0,4,,2,,2202,Hardwood,,,Forced air,5227,2,8,,Garage - Attached,,Walk-in closet,SingleFamily,,1995,1996,,,"Beautiful 4 bedroom home with new bamboo hardwood floors throughout.
Newly landscaped with a drought tolerant front yard and a Japanese style back yard and planter boxes.
The house is literally one block from the bay and the Harbor Bay ferry terminal that will take you to the city in 25 mins.
Sitting at the end of a cul-de-sac, this location is quiet and safe, ideal for children at play.
It is a short distance from Bay Farm Elementary and the Chinese Christian school, both among the best K-8 schools in Alameda county.
As part of the Harbor Bay neighborhood, you will enjoy beautiful surroundings: lagoons, parks, trails by the bay, wildlife, all in a safe environment with its private security patrol.

There is a possibility of buying this house furnished. Please inquire for details.",9,,,2017,2017,Active,For sale by owner,1099000,,"Quiet and safe cul-de-sac. 
Proximity to the bay, ferry.
Great schools nearby.",24872872
39,55f6e8a63ae7404c5edef20d,Alameda,37.764722,-122.235614,CA,1615 Pearl St,94501,"Dishwasher, Range / Oven, Refrigerator",Spanish,Unfinished,1.0,3,None,1,Stucco,1467,"Concrete, Hardwood, Linoleum / Vinyl, Tile",,Gas,Forced air,3900,2,8,,"Garage - Detached, Off-street",Tile,"Breakfast nook, Dining room, Laundry room",SingleFamily,,1930,1930,,,,30,,,4717,4717,Active,For sale by agent,849000,,,24858819
40,55f6e8a63ae7404c5edef20e,Alameda,37.75851,-122.249804,CA,2137 Otis Dr,94501,"Dishwasher, Refrigerator, Range / Oven",,,2.0,2,,,,778,Tile,,,,1162,,,,Garage - Attached,,"Breakfast nook, Family room, Laundry room",Condominium,,1966,,,,"Well maintained and spacious unit with ample closet space. Bonus enclosed sun porch! Close to community laundry. Security building. Termite clearance. Convenient location to South Shore Shopping area. Pool, sauna, workout & billiard rooms! Steve Cressy has this 2 bedrooms / 2 bathroom property available at 2137 Otis Drive in Alameda for $275000.00. Please call (510) 908-9018 to arrange a viewing.",2,,,10428,10428,,,,,,24867958
41,55f6e8a63ae7404c5edef20f,Alameda,37.769812,-122.270924,CA,1209 9th St,94501,"Dishwasher, Dryer, Freezer, Garbage disposal, Microwave, Range / Oven, Refrigerator, Washer",Colonial,Finished,2.0,2,,1,Wood,993,"Carpet, Concrete, Hardwood, Tile",,,,3840,1,5,,"Garage - Attached, Off-street, On-street",Composition,"Dining room, Family room, Laundry room, Master bath, Office, Pantry, Walk-in closet",SingleFamily,,1910,1910,,,,,,,882,882,,,,,,24863147
42,55f6e8a63ae7404c5edef210,Alameda,37.763012,-122.269477,CA,960 Shorepoint Court #204,94501,"Dishwasher, Freezer, Garbage disposal, Microwave, Range / Oven, Refrigerator",Modern,,2.0,2,,2,Stucco,1007,"Carpet, Linoleum / Vinyl, Tile",2,,,,4,4,118,"Garage - Attached, Off-street",,"Breakfast nook, Walk-in closet",Condominium,,1972,,,,"OPEN HOUSE 7-19-15 AND 7-26-15 FROM 2-4PM. BROKER TOUR 7-21-15 FROM 11-1PM  

Condo by the Bay

Directly off the San Francisco Bay lays the South Shore Beach and Tennis Club Condominium Association. This swanky and updated 2 bedroom 2 bathroom condo offers new carpets, custom colors, recessed lighting, crown molding, an electric fireplace and updated baths. The open floor plan boast a fashionable kitchen with stainless steal appliance. Enjoy your morning mojo on the large balcony nestled in the trees. Minutes to Crown Memorial State Beach, Parks, Shoreline Cycle Track, Trails, Eateries, Theater, Lounges, Stores, South Shore Center, Farmers Market, AC TransBay Pick up and drop off and SF Bay Ferry. Contact Jose directly at 510-523-5673 for your own private viewing.

Stats:
2 Bedrooms 2 Bathrooms
Approximate 1007sqft
Built In 1972
2 Assigned Parking Spots

Features:
New Carpet
Custom Colors
Recessed Lighting
Crown Molding
Electric Fireplace
Large Balcony
Updated Baths
Custom Tile Kitchen Counters
Stainless Steel Appliance

Near:
Crown Memorial State Beach
Parks
Shoreline Cycle Track
Trail
Eateries
Theater
Lounges
Stores
South Shore Center
Farmers Market
AC TransBay Pick Up and Drop Off
SF Bay Ferry
",17,,,3077,3077,Active,For sale by agent,475000,,,2101655290
43,55f6e8a63ae7404c5edef211,Alameda,37.769867,-122.277695,CA,1321 Webster St APT D110,94501,,,,1.0,1,,,,701,,,,,435,,4,,,,,Condominium,,1970,,,,,7,,,3548,3548,,,,,,24871222
44,55f6e8a63ae7404c5edef212,San Francisco,37.75984,-122.40984,CA,2125 Bryant St APT 318,94110,"Dishwasher, Dryer, Freezer, Garbage disposal, Range / Oven, Refrigerator, Washer",Modern,Finished,3.5,3,Central,2,,1700,"Carpet, Hardwood",2,Electric,Heat pump,,,8,1,Garage - Attached,,"Breakfast nook, Laundry room, Master bath",Condominium,,2009,2014,,,"Wonderful light, big air living space, two levels, lots of closet space. Amazing apartment. Overlooking courtyard.
2 parking spots, modern appliances, awesome kitchen, huge bathtubs, storage space in basement.",1,,,1695,1695,,Make me move,2000000,,,2105095668
